2011,1,10,1000000
2011,1,11,999460
2011,1,12,1002190
2011,1,13,1001770
2011,1,14,1003370
2011,1,18,998896
2011,1,19,997861
2011,1,20,994341
2011,1,21,990936
2011,1,24,997067
2011,1,25,999324
2011,1,26,1000724
2011,1,27,1000579
2011,1,28,995626
2011,1,31,999156
2011,2,1,1005649
2011,2,2,1004743
2011,2,3,1007946
2011,2,4,1007885
2011,2,7,1005032
2011,2,8,997852
2011,2,9,1002850
2011,2,10,1001550
2011,2,11,1002490
2011,2,14,1005912
2011,2,15,1004383
2011,2,16,1006949
2011,2,17,1004379
2011,2,18,1000576
2011,2,22,994687
2011,2,23,998609
2011,2,24,997657
2011,2,25,1000045
2011,2,28,1003120
2011,3,1,1000162
2011,3,2,1002047
2011,3,3,1007039
2011,3,4,1007152
2011,3,7,1005959
2011,3,8,1006062
2011,3,9,1005216
2011,3,10,1003724
2011,3,11,1005092
2011,3,14,1005496
2011,3,15,1003405
2011,3,16,999440
2011,3,17,1000631
2011,3,18,999610
2011,3,21,1001829
2011,3,22,1002318
2011,3,23,1001801
2011,3,24,1003287
2011,3,25,1004977
2011,3,28,1004694
2011,3,29,1004827
2011,3,30,1004228
2011,3,31,1004197
2011,4,1,1003182
2011,4,4,1002315
2011,4,5,1001724
2011,4,6,1001505
2011,4,7,1001515
2011,4,8,1000739
2011,4,11,999643
2011,4,12,1000055
2011,4,13,1001014
2011,4,14,1000060
2011,4,15,998785
2011,4,18,999913
2011,4,19,1001459
2011,4,20,1002629
2011,4,21,1004761
2011,4,25,1005355
2011,4,26,1004689
2011,4,27,1004619
2011,4,28,1003745
2011,4,29,1004614
2011,5,2,1003624
2011,5,3,1004118
2011,5,4,1003824
2011,5,5,1004428
2011,5,6,1004448
2011,5,9,1004246
2011,5,10,1003850
2011,5,11,1004326
2011,5,12,1004467
2011,5,13,1005768
2011,5,16,1007311
2011,5,17,1006702
2011,5,18,1005903
2011,5,19,1005761
2011,5,20,1006899
2011,5,23,1007075
2011,5,24,1007548
2011,5,25,1006565
2011,5,26,1006946
2011,5,27,1006430
2011,5,31,1004197
2011,6,1,1004694
2011,6,2,1004568
2011,6,3,1005138
2011,6,6,1005138
2011,6,7,1005138
2011,6,8,1005138
2011,6,9,1005138
2011,6,10,1005138
2011,6,13,1005126
2011,6,14,1006266
2011,6,15,1004118
2011,6,16,1004526
2011,6,17,1006650
2011,6,20,1007346
2011,6,21,1008786
2011,6,22,1008138
2011,6,23,1008666
2011,6,24,1007406
2011,6,27,1010466
2011,6,28,1013334
2011,6,29,1013970
2011,6,30,1015182
2011,7,1,1018770
2011,7,5,1019838
2011,7,6,1022574
2011,7,7,1021098
2011,7,8,1021110
2011,7,11,1019310
2011,7,12,1018182
2011,7,13,1018506
2011,7,14,1018398
2011,7,15,1019970
2011,7,18,1019658
2011,7,19,1031574
2011,7,20,1029702
2011,7,21,1031202
2011,7,22,1031538
2011,7,25,1029762
2011,7,26,1028838
2011,7,27,1026942
2011,7,28,1027482
2011,7,29,1027542
2011,8,1,1026222
2011,8,2,1022982
2011,8,3,1023918
2011,8,4,1015098
2011,8,5,1016898
2011,8,8,1008786
2011,8,9,1014054
2011,8,10,1004370
2011,8,11,1009398
2011,8,12,1011162
2011,8,15,1016910
2011,8,16,1014810
2011,8,17,1015098
2011,8,18,1005918
2011,8,19,998370
2011,8,22,1000098
2011,8,23,1006506
2011,8,24,1009434
2011,8,25,1008018
2011,8,26,1012290
2011,8,29,1016466
2011,8,30,1016334
2011,8,31,1015614
2011,9,1,1013718
2011,9,2,1009698
2011,9,6,1007454
2011,9,7,1010094
2011,9,8,1007622
2011,9,9,1002966
2011,9,12,1004226
2011,9,13,1005438
2011,9,14,1010010
2011,9,15,1013430
2011,9,16,1016910
2011,9,19,1017078
2011,9,20,1018986
2011,9,21,1016946
2011,9,22,1011666
2011,9,23,1012530
2011,9,26,1018734
2011,9,27,1022574
2011,9,28,1022382
2011,9,29,1024326
2011,9,30,1019166
2011,10,3,1017270
2011,10,4,1019010
2011,10,5,1021542
2011,10,6,1027350
2011,10,7,1028190
2011,10,10,1033266
2011,10,11,1031322
2011,10,12,1032666
2011,10,13,1033506
2011,10,14,1037958
2011,10,17,1033230
2011,10,18,1024002
2011,10,19,1022190
2011,10,20,1022022
2011,10,21,1027278
2011,10,24,1028022
2011,10,25,1025754
2011,10,26,1027686
2011,10,27,1032378
2011,10,28,1034262
2011,10,31,1030878
2011,11,1,1026942
2011,11,2,1030026
2011,11,3,1034082
2011,11,4,1032978
2011,11,7,1034106
2011,11,8,1034022
2011,11,9,1028010
2011,11,10,1029342
2011,11,11,1034178
2011,11,14,1034142
2011,11,15,1035822
2011,11,16,1033266
2011,11,17,1032198
2011,11,18,1031610
2011,11,21,1027098
2011,11,22,1026894
2011,11,23,1022862
2011,11,25,1021794
2011,11,28,1027974
2011,11,29,1026450
2011,11,30,1034922
2011,12,1,1036662
2011,12,2,1036914
2011,12,5,1038330
2011,12,6,1040850
2011,12,7,1042182
2011,12,8,1039218
2011,12,9,1042794
2011,12,12,1039938
2011,12,13,1038702
2011,12,14,1035786
2011,12,15,1034298
2011,12,16,1029606
2011,12,19,1028790
